ID,Name,Age,Gender,DOB,City,Country,Income,Income_in_thousands,Marital_Status,Employment_Status,Num_Children,Education_Level,Health_Status,Height,Weight,BMI,Has_DL,Owns_Vehicle,Blood_Group,Smoker,Alcohol_Consumption,Last_Physical_Checkup,Email,Phone_Number,Allergies,Credit_Score,Life_Insurance,Health_Insurance
7452,"Tony Bennett",66,Non-binary,1959-03-17,Munich,Germany,119948.07,119.95,Widowed,Retired,0,Bachelor,Poor,1.84,66.41,19.62,1,1,A-,1,Occasionally,2022-01-28,tony.bennett@outlook.com,+499385708472,Nuts,730,0,0
7453,"Benjamin Wheeler",22,Male,2003-04-13,Tokyo,Japan,37389.07,37.39,Widowed,Self-employed,5,"High School",Excellent,1.61,74.84,28.87,0,0,B+,1,Rarely,2020-09-26,benjamin.wheeler@yahoo.com,NULL,Pollen,584,1,1
7454,"Jennifer Vasquez",30,"Prefer not to say",1995-05-12,Berlin,Germany,51271.70,51.27,Single,Employed,0,PhD,Fair,1.91,117.38,32.18,1,1,O-,0,Rarely,2022-03-02,jennifer.vasquez@gmail.com,+494314600282,None,470,1,1
7455,"Colleen Orozco",24,"Prefer not to say",2001-02-09,Beijing,China,61871.18,61.87,Single,Employed,0,"High School",Fair,1.72,80.34,27.16,1,0,AB+,1,Often,2020-08-19,colleen.orozco@yahoo.com,+8605836527165,None,356,1,1
7456,"Shawn Martinez",26,Male,1999-02-07,"Los Angeles","United States",81656.34,81.66,Divorced,Self-employed,0,Master,Good,1.90,103.86,28.77,1,0,AB-,1,Never,2020-01-14,shawn.martinez@outlook.com,+16851154300,Nuts,370,1,0
7457,"Marissa Williams",58,Female,1967-02-14,Rome,Italy,146571.03,146.57,Single,Unemployed,0,PhD,Fair,1.66,77.47,28.11,0,0,AB+,0,Never,2022-04-08,marissa.williams@outlook.com,+393391453108,None,756,1,1
7458,"Michael Morris",74,Male,1951-03-17,Lyon,France,62344.07,62.34,Single,Retired,0,NULL,Poor,1.75,66.48,21.71,0,0,B-,1,Occasionally,2021-02-13,michael.morris@gmail.com,+33208389516,Nuts,668,1,1
7459,"Steven Dennis",51,Male,1974-02-04,Toronto,Canada,45757.81,45.76,Divorced,Unemployed,2,Master,Fair,1.62,65.55,24.98,0,0,A+,1,Occasionally,2021-06-08,steven.dennis@hotmail.com,+16993183320,Nuts,472,1,1
7460,"Robert Montgomery",66,"Prefer not to say",1959-10-13,Osaka,Japan,126880.15,126.88,Single,Retired,2,PhD,Excellent,1.88,NULL,NULL,0,0,B+,1,Never,2021-06-18,robert.montgomery@hotmail.com,+813218776572,Shellfish,805,1,1
7461,"James Harris",51,Male,1974-11-07,Melbourne,Australia,100259.47,100.26,Single,Unemployed,0,Master,Good,1.81,104.96,32.04,0,0,O-,0,Never,2022-06-21,james.harris@outlook.com,NULL,Dairy,384,0,0
7462,"Andrew Reynolds",68,Male,1957-02-06,London,"United Kingdom",50861.65,50.86,Widowed,Retired,4,Bachelor,Excellent,1.94,78.57,20.88,1,0,AB+,1,Never,2023-10-02,andrew.reynolds@yahoo.com,+441262773252,Pollen,543,0,0
7463,"Katelyn Hopkins",NULL,NULL,1954-03-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,katelyn.hopkins@gmail.com,NULL,NULL,NULL,NULL,NULL
7464,"Paul George",NULL,Male,1959-10-28,Toronto,Canada,65353.02,65.35,Divorced,Retired,2,Master,Poor,1.94,110.64,29.40,0,0,A-,0,Never,2021-03-10,paul.george@gmail.com,+19390549913,None,782,0,1
7465,"Cheryl Baxter",NULL,NULL,2003-10-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cheryl.baxter@outlook.com,NULL,NULL,NULL,NULL,NULL
7466,"Mary Sheppard",58,Female,1967-04-15,London,"United Kingdom",133090.67,133.09,Married,Unemployed,5,Master,Fair,1.63,97.61,36.74,1,1,A+,1,Rarely,2021-05-28,mary.sheppard@gmail.com,+447899535477,Dairy,406,1,1
7467,"Amanda Turner",26,Female,1999-12-31,Berlin,Germany,125286.58,125.29,Married,Employed,0,Bachelor,Poor,1.82,92.42,27.90,1,0,B+,1,Never,2023-10-31,amanda.turner@gmail.com,+498747939661,Dairy,773,0,0
7468,"Michael Blair",57,Male,1968-07-03,"New York","United States",83773.38,83.77,Married,Self-employed,4,PhD,Good,1.74,68.52,22.63,0,0,AB-,0,Rarely,2021-01-15,michael.blair@yahoo.com,+14315840058,Nuts,375,0,0
7469,"Carolyn Rodriguez",30,Female,1995-08-13,London,"United Kingdom",106498.55,106.50,Widowed,Employed,1,PhD,Excellent,1.71,86.11,29.45,1,0,O+,1,Occasionally,2022-03-05,carolyn.rodriguez@outlook.com,NULL,Nuts,727,0,0
7470,"Robin Lewis",70,Female,1955-04-14,Moscow,Russia,45105.60,45.11,Single,Retired,0,Master,Poor,1.65,84.32,30.97,0,0,O+,0,Occasionally,2020-05-20,robin.lewis@hotmail.com,+77725785568,Pollen,365,0,0
7471,"John Porter",26,Male,1999-09-14,Dubai,"United Arab Emirates",123917.39,123.92,Divorced,Self-employed,4,Master,Poor,1.93,100.23,26.91,1,0,B-,1,Never,2023-06-26,john.porter@yahoo.com,+971357949962,Dairy,751,0,1
7472,"Janice Gould",40,Non-binary,1985-12-04,Sydney,Australia,77176.94,77.18,Single,Employed,0,PhD,Excellent,1.84,60.57,17.89,1,1,B+,1,Often,2021-08-13,janice.gould@outlook.com,+61209967176,Pollen,731,0,0
7473,"Jerry Porter",NULL,NULL,1950-11-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,jerry.porter@gmail.com,NULL,NULL,NULL,NULL,NULL
7474,"Samantha Mullen",44,Female,1981-11-28,Rome,Italy,57350.28,57.35,Single,Unemployed,0,PhD,Fair,1.87,56.05,16.03,1,NULL,O-,0,Never,2020-05-21,samantha.mullen@outlook.com,+397059132610,Nuts,835,0,0
7475,"Matthew Valenzuela",NULL,"Prefer not to say",1954-08-20,Birmingham,"United Kingdom",43459.60,43.46,Married,Retired,1,Bachelor,Excellent,1.89,99.40,27.83,1,1,A+,1,Never,2021-06-28,NULL,+446899112625,None,772,0,1
7476,"Jessica Gray",26,Female,1999-05-17,Hamburg,Germany,91776.99,91.78,Widowed,Unemployed,1,Master,Excellent,1.54,76.51,32.26,1,0,B+,0,Never,2020-07-09,jessica.gray@hotmail.com,+490787203407,Pollen,335,0,1
7477,"Sheila Cowan",42,Female,1983-11-26,Delhi,India,45212.70,45.21,Divorced,Unemployed,1,PhD,Poor,1.83,75.49,22.54,1,1,AB+,0,Never,2020-08-05,sheila.cowan@hotmail.com,+914508188875,Pollen,352,1,1
7478,"Monique Gray",34,Female,1991-08-12,Osaka,Japan,126297.32,126.30,Single,Employed,0,Master,Excellent,1.57,77.17,31.31,1,NULL,O+,0,Rarely,2021-05-20,monique.gray@yahoo.com,+810426072254,Pollen,504,1,0
7479,"Natasha Garcia",22,Female,2003-02-01,Melbourne,Australia,76104.11,76.10,Divorced,Self-employed,0,Bachelor,Poor,1.54,89.72,37.83,1,0,A+,1,Often,2020-09-24,natasha.garcia@yahoo.com,+61950182804,Shellfish,362,0,1
7480,"Troy Stewart",41,Non-binary,1984-11-16,"Abu Dhabi","United Arab Emirates",142330.15,142.33,Divorced,Employed,1,PhD,Good,1.62,54.46,20.75,0,0,AB-,0,Rarely,2022-11-20,troy.stewart@hotmail.com,NULL,Nuts,780,1,1
7481,"Michelle Tyler",51,Female,1974-06-03,Singapore,Singapore,69910.16,69.91,Divorced,Self-employed,0,Bachelor,Fair,1.87,108.54,31.04,0,NULL,AB+,1,Never,2023-10-07,michelle.tyler@gmail.com,+6580502489,Pollen,359,0,1
7482,"Vincent Perez",70,Male,1955-07-26,Manchester,"United Kingdom",43267.95,43.27,Divorced,Retired,3,Bachelor,Poor,1.81,109.09,33.30,1,1,AB+,0,Often,2020-05-03,vincent.perez@hotmail.com,+442679585985,None,344,1,0
7483,"Monica Walker",23,Female,2002-03-12,Melbourne,Australia,122491.91,122.49,Divorced,Unemployed,3,"High School",Excellent,1.54,57.54,24.26,1,0,AB-,0,Occasionally,2022-12-12,monica.walker@gmail.com,+61686556882,Pollen,806,0,1
7484,"Cassidy Santiago",NULL,NULL,1978-11-09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,cassidy.santiago@outlook.com,NULL,NULL,NULL,NULL,NULL
7485,"Anthony Rivera",21,Male,2004-06-17,Sydney,Australia,135808.23,135.81,Widowed,Employed,3,Bachelor,Fair,1.91,74.75,20.49,0,0,B+,1,Often,2023-03-18,anthony.rivera@outlook.com,+61086788353,Shellfish,355,0,0
7486,"Katie Ayala",57,"Prefer not to say",1968-05-16,Hamburg,Germany,111217.00,111.22,Married,Self-employed,2,Bachelor,Excellent,1.54,116.79,49.25,0,0,AB+,0,Rarely,2023-02-14,katie.ayala@hotmail.com,+494277261667,Shellfish,671,1,0
7487,"Julia Richards",72,Non-binary,1953-05-02,Milan,Italy,95713.08,95.71,Married,Retired,0,Bachelor,Poor,1.71,62.76,21.46,0,0,A-,0,Rarely,2021-03-30,NULL,+397688950500,Pollen,738,0,0
7488,"James Stanley",32,Male,1993-12-03,"New York","United States",108414.58,108.41,Married,Self-employed,5,Bachelor,Excellent,NULL,117.81,NULL,1,1,O-,1,Rarely,2021-09-16,james.stanley@yahoo.com,+14267966198,Nuts,509,0,0
7489,"Jason White",30,Male,1995-06-19,Munich,Germany,31186.67,31.19,Divorced,Employed,0,PhD,Fair,1.64,118.12,43.92,1,1,O+,1,Often,2023-08-27,jason.white@outlook.com,NULL,Nuts,837,0,1
7490,"Robert White",NULL,NULL,2001-07-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,robert.white@hotmail.com,NULL,NULL,NULL,NULL,NULL
7491,"Karen Velasquez",47,Female,1978-03-21,"Saint Petersburg",Russia,88265.90,88.27,Married,Unemployed,5,Bachelor,Poor,1.54,71.95,30.34,1,1,B+,0,Rarely,2022-07-29,karen.velasquez@outlook.com,+74587896868,Shellfish,746,0,1
7492,"Connie Burgess",53,Non-binary,1972-12-08,Phoenix,"United States",143760.94,143.76,Divorced,Unemployed,1,Bachelor,Good,1.79,66.97,20.90,0,0,AB-,1,Occasionally,2021-03-04,connie.burgess@gmail.com,+13562120272,None,640,1,0
7493,"Christopher Smith",49,"Prefer not to say",1976-10-08,Munich,Germany,30074.35,30.07,Single,Employed,0,Bachelor,Poor,1.94,77.33,20.55,1,0,AB-,0,Often,2020-01-29,christopher.smith@yahoo.com,+491873554838,Nuts,365,1,0
7494,"Jose Morgan",32,"Prefer not to say",1993-08-30,Tokyo,Japan,83338.04,83.34,Widowed,Self-employed,1,Master,Good,1.79,99.82,31.15,1,1,A+,1,Often,2020-05-19,jose.morgan@outlook.com,+810236568147,Dairy,810,1,1
7495,"Tanya Sanchez",64,Female,1961-03-23,Bangalore,India,146942.89,146.94,Widowed,Retired,0,Bachelor,Poor,1.72,55.51,18.76,1,1,A-,1,Rarely,2022-08-01,tanya.sanchez@gmail.com,+914846783868,Nuts,514,1,1
7496,"Cody Rogers",59,Male,1966-11-11,Osaka,Japan,128476.74,128.48,Single,Unemployed,0,Bachelor,Excellent,1.99,76.73,19.38,0,0,O-,0,Often,2022-06-08,NULL,+817212532395,Nuts,490,1,1
7497,"Alyssa West",49,Female,1976-12-10,Melbourne,Australia,43643.55,43.64,Widowed,Unemployed,2,Master,Good,1.78,113.65,35.87,0,0,O-,0,Occasionally,2020-05-26,alyssa.west@outlook.com,+61818036237,Dairy,564,1,0
7498,"Stephen Greer",37,Male,1988-02-01,"Los Angeles","United States",102607.11,102.61,Married,Employed,0,PhD,Fair,1.59,88.31,34.93,0,0,O+,0,Occasionally,2021-12-19,stephen.greer@hotmail.com,+16486590999,None,750,0,1
7499,"Susan Lopez",39,Female,1986-10-16,Bangalore,India,126979.97,126.98,Divorced,Self-employed,0,Master,Fair,1.85,77.90,22.76,1,1,O+,1,Often,2023-05-11,susan.lopez@hotmail.com,+910765493315,Shellfish,583,0,1
7500,"Carolyn Dawson",55,Female,1970-02-11,Munich,Germany,142043.20,142.04,Widowed,Employed,0,Bachelor,Good,1.61,98.40,37.96,0,NULL,AB-,1,Often,2023-07-15,carolyn.dawson@yahoo.com,+490420455841,Pollen,669,1,1
7501,"Travis Ortiz",72,Non-binary,1953-09-09,Mumbai,India,38888.93,38.89,Widowed,Retired,0,Master,Excellent,1.75,57.26,18.70,0,NULL,B+,0,Rarely,2023-01-22,travis.ortiz@hotmail.com,+916153603509,None,438,0,1
7502,"Martha Michael",35,Female,1990-05-01,Beijing,China,103030.68,103.03,Single,Employed,0,Bachelor,Fair,1.64,73.44,27.31,1,1,A-,0,Never,2020-12-02,martha.michael@outlook.com,+8685210610046,Nuts,530,1,0
7503,"Erika White",58,Female,1967-07-09,Moscow,Russia,60267.48,60.27,Divorced,Unemployed,0,PhD,Excellent,1.80,66.18,20.43,0,0,A+,0,Rarely,2023-11-08,erika.white@gmail.com,+79967102195,Nuts,386,1,0
7504,"Greg Huber",30,Male,1995-03-26,Dubai,"United Arab Emirates",38439.78,38.44,Divorced,Employed,4,Master,Excellent,1.66,91.97,33.38,0,0,B-,1,Often,2020-02-21,greg.huber@outlook.com,+971399130359,Nuts,742,0,0
7505,"Stephanie Patterson",43,"Prefer not to say",1982-08-10,Sydney,Australia,76020.48,76.02,Married,Employed,0,PhD,Poor,NULL,51.87,NULL,0,0,O-,0,Often,2023-03-29,stephanie.patterson@yahoo.com,+61623953083,Nuts,717,0,0
7506,"John Scott",40,Male,1985-01-24,Rome,Italy,85302.38,85.30,Widowed,Employed,3,PhD,Fair,1.70,84.96,29.40,1,NULL,B+,0,Never,2022-10-01,john.scott@yahoo.com,+392048809692,Pollen,658,1,1
7507,"Matthew Evans",39,Male,1986-03-30,Tokyo,Japan,116477.40,116.48,Single,Self-employed,0,Bachelor,Excellent,1.74,69.82,23.06,0,0,O-,0,Often,2022-05-29,matthew.evans@outlook.com,+818273775247,None,645,1,0
7508,"William Porter",41,Male,1984-12-13,Munich,Germany,67123.25,67.12,Single,Self-employed,0,PhD,Fair,NULL,117.16,NULL,0,0,AB+,1,Rarely,2021-10-27,william.porter@outlook.com,+497955179468,Pollen,539,0,1
7509,"Deborah Harris",200,Non-binary,1980-01-21,Bangkok,Thailand,126074.18,126.07,Widowed,Self-employed,0,PhD,Fair,1.69,80.41,28.15,1,1,A-,0,Occasionally,2021-12-13,deborah.harris@outlook.com,+66454865396,Nuts,324,0,1
7510,"Michael Mitchell",59,Male,1966-12-26,Singapore,Singapore,138080.74,138.08,Widowed,Self-employed,3,Master,Fair,1.98,119.29,30.43,1,0,O-,1,Never,2021-01-08,michael.mitchell@outlook.com,+6541230388,Nuts,408,0,1
7511,"Tracy Smith",21,Male,2004-04-21,Paris,France,132616.85,132.62,Widowed,Unemployed,0,"High School",Poor,1.72,86.13,29.11,1,1,AB+,0,Rarely,2021-07-31,tracy.smith@hotmail.com,+33490253382,Pollen,791,1,0
7512,"Amber Andrews",71,Non-binary,1954-03-25,London,"United Kingdom",34037.74,34.04,Single,Retired,0,Master,Good,1.71,64.05,21.90,1,1,O+,0,Never,2021-11-09,amber.andrews@hotmail.com,+441326211794,Pollen,478,0,0
7513,"Jerry Johnson",64,Male,1961-12-24,Bangkok,Thailand,146772.91,146.77,Single,Retired,0,Bachelor,Excellent,1.68,75.88,26.88,0,0,AB-,1,Occasionally,2021-02-25,jerry.johnson@yahoo.com,+66987948360,None,458,1,1
7514,"Carrie Small",40,Non-binary,1985-04-05,Lyon,France,79137.18,79.14,Divorced,Self-employed,1,Bachelor,Excellent,1.82,109.19,32.96,0,0,AB-,0,Occasionally,2020-03-02,carrie.small@gmail.com,+33728696810,Nuts,443,0,1
7515,"Christopher Gonzales",48,Male,1977-03-28,Chicago,"United States",136439.74,136.44,Widowed,Unemployed,4,Master,Poor,1.89,102.86,28.80,0,0,AB+,0,Occasionally,2023-03-02,christopher.gonzales@yahoo.com,+14977956439,Pollen,506,1,1
7516,"Amy Wilson",30,Female,1995-11-23,Tokyo,Japan,60105.37,60.11,Single,Unemployed,0,PhD,Good,1.82,72.98,22.03,0,0,O+,1,Often,2020-12-30,amy.wilson@hotmail.com,+815091907919,Nuts,326,0,1
7517,"Garrett Richardson",62,Male,1963-08-01,Munich,Germany,52795.61,52.80,Married,NULL,0,PhD,Good,1.52,92.87,40.20,0,0,A+,1,Often,2020-04-03,garrett.richardson@hotmail.com,+495799544799,Shellfish,518,0,0
7518,"William Roberts",65,Male,1960-03-28,Houston,"United States",119403.01,119.40,Widowed,Retired,5,Master,Excellent,1.79,94.17,29.39,1,0,O+,1,Often,2021-02-28,william.roberts@gmail.com,+17878161330,None,439,0,0
7519,"Robert Chavez",62,Male,1963-05-09,"Chiang Mai",Thailand,69785.31,69.79,Single,Retired,0,Master,Fair,1.73,74.56,24.91,1,0,A+,0,Often,2020-05-05,robert.chavez@gmail.com,+66786599904,Pollen,524,0,1
7520,"Derek Patterson",45,"Prefer not to say",1980-10-18,Hamburg,Germany,101886.35,101.89,Single,Self-employed,0,Bachelor,Poor,1.50,101.16,44.96,1,1,AB-,1,Rarely,2020-11-05,derek.patterson@yahoo.com,+495162773034,Shellfish,656,0,0
7521,"Isabel Gray",32,Female,1993-01-30,Rome,Italy,124808.80,124.81,Divorced,Employed,4,Bachelor,Poor,1.61,111.21,42.90,1,1,O+,0,Occasionally,2020-12-04,isabel.gray@gmail.com,+392167557183,Pollen,657,1,0
7522,"Dr. Frank Patton",NULL,Male,2002-07-28,Chicago,"United States",122998.25,123.00,Widowed,Self-employed,0,Bachelor,Good,1.80,116.27,35.89,1,0,B-,1,Never,2022-06-27,dr..patton@gmail.com,+12242950240,Shellfish,727,1,1
7523,"Tony Hamilton",30,Male,1995-04-26,Rome,Italy,129661.17,129.66,Single,Unemployed,0,Master,Good,1.90,70.17,19.44,1,1,B-,1,Often,2023-04-30,tony.hamilton@yahoo.com,+399063718047,None,423,1,0
7524,"Michael Hardy",64,"Prefer not to say",1961-10-23,Dubai,"United Arab Emirates",68318.04,68.32,Married,Retired,5,PhD,Good,1.99,118.78,29.99,1,1,AB+,1,Rarely,2023-08-03,michael.hardy@outlook.com,+971148130938,None,421,0,1
7525,"Taylor Doyle",67,Non-binary,1958-09-20,Melbourne,Australia,58107.82,58.11,Divorced,Retired,0,PhD,Excellent,1.97,119.88,30.89,1,0,O-,1,Often,2020-01-10,taylor.doyle@hotmail.com,+61279125355,Dairy,670,0,0
7526,"Seth Harris",24,Male,2001-01-31,"New York","United States",145396.47,145.40,Divorced,Self-employed,0,Bachelor,Excellent,1.77,88.37,28.21,1,0,B-,1,Often,2022-03-13,seth.harris@hotmail.com,+19195161868,Dairy,724,1,0
7527,"Kaylee Brown",64,Female,1961-06-19,Bangkok,Thailand,128591.58,128.59,Divorced,Retired,2,Bachelor,Good,1.87,92.00,26.31,1,0,AB+,1,Rarely,2021-11-30,kaylee.brown@hotmail.com,+66587765055,Dairy,558,0,0
7528,"Rachel Hoffman",60,Female,1965-01-17,Dubai,"United Arab Emirates",122916.85,122.92,Married,Retired,1,Master,Good,1.79,85.11,26.56,0,0,A-,1,Never,2021-06-10,rachel.hoffman@hotmail.com,+971891220687,Dairy,761,0,1
7529,"Gary Tran",42,Male,1983-05-27,Lyon,France,106183.48,106.18,Single,Unemployed,0,NULL,Fair,1.51,61.91,27.15,0,0,AB+,0,Occasionally,2021-12-07,gary.tran@gmail.com,+33377399930,Dairy,321,0,0
7530,"Lisa Navarro",68,Female,1957-09-12,Manchester,"United Kingdom",108015.35,108.02,Single,Retired,0,Master,Fair,1.88,83.98,23.76,1,1,O+,0,Never,2023-07-20,lisa.navarro@outlook.com,+444971331768,Shellfish,463,0,1
7531,"Tamara Rollins",72,Female,1953-06-12,Paris,France,73014.46,73.01,Divorced,Retired,0,Master,Excellent,1.88,NULL,NULL,0,0,B+,1,Rarely,2023-05-10,tamara.rollins@gmail.com,+33838002660,Shellfish,571,1,0
7532,"Natasha Brown",64,Female,1961-07-30,Tokyo,Japan,126973.62,126.97,Widowed,Retired,2,Master,Fair,1.89,91.22,25.54,0,0,B-,0,Often,2021-08-10,natasha.brown@gmail.com,+816302264245,Pollen,547,1,0
7533,"Mckenzie Washington",NULL,NULL,1968-12-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mckenzie.washington@outlook.com,NULL,NULL,NULL,NULL,NULL
7534,"Sharon Johnson",28,Female,1997-06-26,Phoenix,"United States",34390.78,34.39,Married,Unemployed,5,Master,Fair,1.51,115.95,50.85,1,1,A+,0,Rarely,2020-07-24,sharon.johnson@outlook.com,+11557089384,None,339,0,1
7535,"Adam Adams",60,Non-binary,1965-01-25,"Abu Dhabi","United Arab Emirates",63375.98,63.38,Single,Retired,0,PhD,Excellent,1.57,95.87,38.89,1,0,AB-,0,Often,2022-02-23,NULL,NULL,None,616,1,1
7536,"Barbara Hoover",66,Female,1959-07-17,Lyon,France,146659.46,146.66,Divorced,Retired,4,Master,Excellent,1.74,69.66,23.01,1,0,A+,0,Occasionally,2023-06-18,barbara.hoover@hotmail.com,+33389714763,Shellfish,759,1,1
7537,"Elizabeth Clark",52,Female,1973-02-08,"New York","United States",33905.00,33.91,Single,Self-employed,0,PhD,Fair,NULL,116.57,NULL,0,0,A+,0,Often,2023-01-02,elizabeth.clark@hotmail.com,+16420838793,Shellfish,582,0,1
7538,"Danny Munoz",66,Non-binary,1959-08-19,London,"United Kingdom",45957.69,45.96,Widowed,Retired,0,Master,Fair,1.54,73.43,30.96,1,0,AB-,0,Often,2023-02-19,danny.munoz@yahoo.com,+441031025626,Nuts,350,1,1
7539,"Derek Ramsey",71,Non-binary,1954-07-04,Delhi,India,54002.70,54.00,Widowed,Retired,4,PhD,Good,1.96,88.90,23.14,0,0,O-,0,Often,2023-01-11,derek.ramsey@outlook.com,NULL,Nuts,497,1,0
7540,"Alice Wang",39,Female,1986-01-13,Hamburg,Germany,74777.63,74.78,Single,Employed,0,Bachelor,Poor,1.71,88.35,30.21,1,1,O+,0,Rarely,2022-06-17,alice.wang@outlook.com,+493574091740,Dairy,822,0,0
7541,"Jordan Tanner",45,"Prefer not to say",1980-01-15,London,"United Kingdom",34376.55,34.38,Widowed,Employed,5,Master,Excellent,1.98,95.56,24.38,0,0,O-,0,Rarely,2022-05-22,jordan.tanner@gmail.com,+443431272018,None,580,0,0
7542,"Douglas Diaz",57,"Prefer not to say",1968-09-12,"Abu Dhabi","United Arab Emirates",92383.76,92.38,Single,Self-employed,0,PhD,Poor,1.86,53.45,15.45,1,0,A-,0,Occasionally,2023-03-22,douglas.diaz@hotmail.com,+971877108437,Shellfish,464,1,1
7543,"Andrew Howard",NULL,Male,1978-12-05,Delhi,India,48898.19,48.90,Single,Self-employed,0,NULL,Fair,1.55,70.13,29.19,1,1,AB-,1,Occasionally,2021-12-25,andrew.howard@outlook.com,+910995056392,Pollen,771,0,1
7544,"Veronica Hart",48,Female,1977-06-09,Dubai,"United Arab Emirates",51664.53,51.66,Divorced,Self-employed,1,PhD,Excellent,1.83,118.75,35.46,1,0,O+,1,Often,2021-09-04,veronica.hart@hotmail.com,+971795916420,Pollen,429,0,1
7545,"Brittney Davila",55,Non-binary,1970-01-05,Chicago,"United States",66803.52,66.80,Married,Unemployed,0,Master,Excellent,NULL,53.35,NULL,0,0,B-,1,Rarely,2022-02-21,brittney.davila@yahoo.com,+18802521251,Pollen,823,0,0
7546,"Julia Tanner",44,Female,1981-05-09,Chicago,"United States",50358.71,50.36,Married,Self-employed,2,Master,Good,1.77,117.59,37.53,0,0,AB-,1,Rarely,2022-06-22,NULL,+12536256835,Nuts,416,1,0
7547,"Douglas Tanner",73,Male,1952-07-10,Mumbai,India,77204.40,77.20,Married,NULL,0,PhD,Excellent,1.51,114.54,50.23,1,1,O-,0,Occasionally,2022-10-29,douglas.tanner@outlook.com,+913445983751,Shellfish,585,1,1
7548,"Nicholas Murphy",54,Male,1971-05-28,Melbourne,Australia,111980.56,111.98,Divorced,Self-employed,1,Master,Good,1.59,NULL,NULL,0,0,O-,0,Never,2020-03-24,nicholas.murphy@hotmail.com,+61942734198,Shellfish,740,0,0
7549,"Sara Fitzgerald",53,Female,1972-11-19,Birmingham,"United Kingdom",56116.99,56.12,Married,Employed,3,Master,Fair,1.89,98.03,27.44,0,0,B+,0,Often,2021-12-26,sara.fitzgerald@hotmail.com,+448777396639,Nuts,513,1,1
7550,"Jennifer Rodriguez",68,Female,1957-05-11,Shanghai,China,48724.77,48.72,Widowed,Retired,0,Bachelor,Fair,1.61,70.84,27.33,0,0,AB+,1,Often,2022-12-28,jennifer.rodriguez@yahoo.com,+8691987566378,Nuts,711,0,1
7551,"Jennifer Anderson",62,Female,1963-07-29,Paris,France,104652.28,104.65,Widowed,Retired,0,Master,Fair,1.76,110.25,35.59,0,0,AB-,0,Never,2020-12-07,NULL,+33067606760,None,656,1,1
7552,"Karen Roach",45,Female,1980-11-17,Dubai,"United Arab Emirates",44385.48,44.39,Widowed,Self-employed,5,Master,Poor,1.59,87.89,34.77,0,0,AB-,0,Rarely,2021-05-16,karen.roach@outlook.com,+971923689059,Pollen,672,0,1
7553,"Donald Cross",NULL,"Prefer not to say",2003-07-25,"Saint Petersburg",Russia,42268.77,42.27,Widowed,Unemployed,5,"High School",Excellent,1.99,76.79,19.39,1,1,B-,0,Often,2022-08-26,NULL,+75911537118,Pollen,454,0,0
7554,"Anne Young",NULL,NULL,1986-12-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,anne.young@hotmail.com,NULL,NULL,NULL,NULL,NULL
7555,"Robert Davis",43,Male,1982-04-10,Melbourne,Australia,142370.67,142.37,Married,Unemployed,0,Bachelor,Good,1.55,95.86,39.90,0,0,B-,0,Never,2023-08-10,robert.davis@gmail.com,+61044388621,Dairy,592,0,1
7556,"Lisa Mcintyre",58,Non-binary,1967-01-18,Milan,Italy,118528.76,118.53,Married,Self-employed,5,Bachelor,Excellent,1.51,80.87,35.47,1,1,B-,1,Occasionally,2020-07-10,NULL,+395640729141,Shellfish,830,0,0
7557,"Austin Cruz",NULL,NULL,1980-08-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,austin.cruz@hotmail.com,NULL,NULL,NULL,NULL,NULL
7558,"Brian Hendricks",29,Male,1996-06-17,Shanghai,China,94612.53,94.61,Divorced,Employed,4,Master,Good,1.68,108.91,38.59,0,0,AB+,0,Never,2020-08-31,brian.hendricks@gmail.com,+8620707274032,Pollen,803,0,0
7559,"Amanda Elliott",49,Non-binary,1976-03-26,Mumbai,India,113666.19,113.67,Married,Employed,2,Bachelor,Excellent,1.92,83.64,22.69,1,0,B-,0,Rarely,2022-02-13,amanda.elliott@yahoo.com,+918762710742,Nuts,829,0,0
7560,"Adam Martinez",57,Non-binary,1968-09-01,Milan,Italy,91935.20,91.94,Single,Employed,0,PhD,Poor,1.72,88.69,29.98,1,0,AB+,0,Often,2020-11-26,adam.martinez@hotmail.com,+392568635904,Nuts,585,1,1
